name,calories,protein,totalCarbohydrates,sugars,dietaryFibers,totalFat,saturatedFat,monoUnsaturatedFat,polyUnsaturatedFat,cholestrol,vitaminA,vitaminC,vitaminD,calcium,iron,potassium,sodium
"Chicken, NS as to part, sauteed, skin not eaten",179,26.74,0,0,0,7.2,1.609,2.692,1.828,112,8,0,0.1,8,0.77,304,386
"Chicken, NS as to part, fried, coated, skin / coating eaten",251,21.75,7.14,0,0.2,15.02,3.999,6.838,2.796,100,14,0,0.1,44,0.86,264,671
"Chicken, NS as to part, fried, coated, skin / coating not eaten",164,26.18,0.07,0,0,6.58,1.736,2.799,1.203,113,8,0,0.1,22,0.75,286,528
"Chicken, NS as to part, baked, coated, skin / coating eaten",251,21.75,7.14,0,0.2,15.02,3.999,6.838,2.796,100,14,0,0.1,44,0.86,264,671
"Chicken, NS as to part, baked, coated, skin / coating not eaten",164,26.18,0.07,0,0,6.58,1.736,2.799,1.203,113,8,0,0.1,22,0.75,286,528
"Chicken breast, NS as to cooking method, skin eaten",175,26.37,0.09,0.09,0,7.67,1.958,3.131,0.945,90,11,0,0,16,0.51,276,329
"Chicken breast, NS as to cooking method, skin not eaten",144,28.04,0,0,0,3.57,0.863,1.444,0.49,86,5,0,0,13,0.46,284,328
"Chicken breast, baked, broiled, or roasted, skin eaten, from raw",192,26.25,0,0,0,8.8,2.287,3.251,1.717,97,18,0,0.1,7,0.53,298,336
"Chicken breast, baked, broiled, or roasted, skin not eaten, from raw",161,30.22,0,0,0,3.52,0.756,0.926,0.57,98,9,0,0,7,0.45,359,360
"Chicken breast, baked or broiled, skin eaten, from pre-cooked",175,26.37,0.09,0.09,0,7.67,1.958,3.131,0.945,90,11,0,0,16,0.51,276,329
"Chicken breast, baked or broiled, skin not eaten, from pre-cooked",144,28.04,0,0,0,3.57,0.863,1.444,0.49,86,5,0,0,13,0.46,284,328
"Chicken breast, baked or broiled, skin eaten, from fast food / restaurant",205,25.67,0,0,0,10.6,2.51,4.016,2.501,95,17,0,0.1,7,0.52,291,406
"Chicken breast, baked or broiled, skin not eaten, from fast food / restaurant",175,29.56,0,0,0,5.44,1.012,1.742,1.38,96,9,0,0,7,0.44,351,430
"Chicken breast, baked, broiled, or roasted with marinade, skin eaten, from raw",204,25.32,0.31,0.28,0,10.45,2.469,3.959,2.472,94,17,0,0.1,8,0.55,290,399
"Chicken breast, baked, broiled, or roasted with marinade, skin not eaten, from raw",174,29.13,0.31,0.28,0,5.38,0.999,1.727,1.371,94,9,0,0,7,0.47,349,423
"Chicken breast, rotisserie, skin eaten",175,26.37,0.09,0.09,0,7.67,1.958,3.131,0.945,90,11,0,0,16,0.51,276,329
"Chicken breast, rotisserie, skin not eaten",144,28.04,0,0,0,3.57,0.863,1.444,0.49,86,5,0,0,13,0.46,284,328
"Chicken breast, stewed, skin eaten",181,24.7,0,0,0,8.28,2.152,3.06,1.616,92,17,0,0.1,7,0.5,280,316
"Chicken breast, stewed, skin not eaten",149,27.96,0,0,0,3.26,0.7,0.856,0.527,91,8,0,0,6,0.41,332,333
"Chicken breast, grilled without sauce, skin eaten",206,25.72,0,0,0,10.62,2.515,4.024,2.506,95,17,0,0.1,7,0.53,292,329
"Chicken breast, grilled without sauce, skin not eaten",176,29.62,0,0,0,5.45,1.014,1.745,1.382,96,9,0,0,7,0.44,352,353
"Chicken breast, grilled with sauce, skin eaten",202,21.15,7.34,5.98,0.2,9.15,2.111,3.453,2.216,78,16,0.1,0.1,12,0.55,280,454
"Chicken breast, grilled with sauce, skin not eaten",178,24.33,7.34,5.98,0.2,4.93,0.886,1.593,1.298,78,9,0.1,0,11,0.48,329,473
"Chicken breast, sauteed, skin eaten",206,25.72,0,0,0,10.62,2.515,4.024,2.506,95,17,0,0.1,7,0.53,292,329
"Chicken breast, sauteed, skin not eaten",176,29.62,0,0,0,5.45,1.014,1.745,1.382,96,9,0,0,7,0.44,352,353
"Chicken breast, fried, coated, skin / coating eaten, from raw",242,21.42,5.95,0.1,0.2,14.07,2.792,5.515,4.291,79,15,0,0.1,13,0.81,243,299
"Chicken breast, fried, coated, skin / coating not eaten, from raw",176,29.62,0,0,0,5.45,1.014,1.745,1.382,96,9,0,0,7,0.44,352,353
"Chicken breast, fried, coated, prepared skinless, coating eaten, from raw",218,24.52,5.95,0.1,0.2,9.95,1.597,3.702,3.397,79,8,0,0,12,0.75,291,318
"Chicken breast, fried, coated, skin / coating eaten, from pre-cooked",249,20.54,7.13,0.12,0.3,14.74,2.844,5.808,4.644,76,15,0,0.1,14,0.87,233,331
"Chicken breast, fried, coated, skin / coating not eaten, from pre-cooked",176,29.62,0,0,0,5.45,1.014,1.745,1.382,96,9,0,0,7,0.44,352,353
"Chicken breast, fried, coated, skin / coating eaten, from fast food / restaurant",271,19.29,10.65,0.1,0.3,16.91,3.594,7.668,4.564,75,9,0,0.1,42,0.96,231,549
"Chicken breast, fried, coated, skin / coating not eaten, from fast food / restaurant",211,22.73,5.95,0.1,0.2,10.75,1.928,4.602,3.584,79,4,0,0.1,25,0.82,249,436
"Chicken breast, baked, coated, skin / coating eaten",207,23.73,3.96,0.07,0.2,9.88,2.32,3.73,2.381,88,16,0,0.1,11,0.73,269,320
"Chicken breast, baked, coated, skin / coating not eaten",176,29.62,0,0,0,5.45,1.014,1.745,1.382,96,9,0,0,7,0.44,352,353
"Chicken leg, drumstick and thigh, NS as to cooking method, skin eaten",218,23.77,0.12,0.12,0,13.63,3.498,5.768,1.832,136,19,0,0,18,0.98,265,358
"Chicken leg, drumstick and thigh, NS as to cooking method, skin not eaten",185,25.54,0,0,0,9.15,2.295,3.967,1.384,139,12,0,0,16,1,274,362
"Chicken leg, drumstick and thigh, baked or broiled, skin eaten",214,23.16,0,0,0,12.81,3.541,5.384,2.613,131,14,0,0.2,10,1.08,249,341
"Chicken leg, drumstick and thigh, baked or broiled, skin not eaten",168,24.41,0,0,0,7.13,1.977,2.872,1.489,131,7,0,0.1,10,1.13,262,345
"Chicken leg, drumstick and thigh, rotisserie, skin eaten",218,23.77,0.12,0.12,0,13.63,3.498,5.768,1.832,136,19,0,0,18,0.98,265,358
"Chicken leg, drumstick and thigh, rotisserie, skin not eaten",185,25.54,0,0,0,9.15,2.295,3.967,1.384,139,12,0,0,16,1,274,362
"Chicken leg, drumstick and thigh, stewed, skin eaten",211,22.45,0,0,0,13.44,3.698,5.645,2.649,135,14,0,0.2,12,1.09,237,396
"Chicken leg, drumstick and thigh, stewed, skin not eaten",167,24.1,0,0,0,7.5,2.031,2.986,1.418,134,8,0,0.2,12,1.13,253,399
"Chicken leg, drumstick and thigh, grilled without sauce, skin eaten",227,22.65,0,0,0,14.52,3.738,6.101,3.375,128,14,0,0.2,10,1.06,244,414
"Chicken leg, drumstick and thigh, grilled without sauce, skin not eaten",182,23.87,0,0,0,8.96,2.206,3.642,2.274,128,7,0,0.1,10,1.11,257,419
"Chicken leg, drumstick and thigh, grilled with sauce, skin eaten",219,18.64,7.28,5.94,0.2,12.32,3.107,5.144,2.922,105,13,0.1,0.1,14,0.98,240,578
"Chicken leg, drumstick and thigh, grilled with sauce, skin not eaten",183,19.63,7.28,5.94,0.2,7.79,1.858,3.138,2.024,105,8,0.1,0.1,14,1.02,251,582
"Chicken leg, drumstick and thigh, sauteed, skin eaten",227,22.65,0,0,0,14.52,3.738,6.101,3.375,128,14,0,0.2,10,1.06,244,414
"Chicken leg, drumstick and thigh, sauteed, skin not eaten",182,23.87,0,0,0,8.96,2.206,3.642,2.274,128,7,0,0.1,10,1.11,257,419
"Chicken leg, drumstick and thigh, fried, coated, skin / coating eaten",259,19,5.91,0.1,0.2,17.16,3.767,7.165,4.975,105,12,0,0.1,15,1.24,205,353
"Chicken leg, drumstick and thigh, fried, coated, skin / coating not eaten",183,23.92,0,0,0,8.98,2.211,3.649,2.279,128,7,0,0.1,10,1.11,257,343
"Chicken leg, drumstick and thigh, baked, coated, skin / coating eaten",226,20.96,3.93,0.07,0.2,13.38,3.418,5.595,3.16,117,13,0,0.2,14,1.21,226,428
"Chicken leg, drumstick and thigh, baked, coated, skin / coating not eaten",182,23.87,0,0,0,8.96,2.206,3.642,2.274,128,7,0,0.1,10,1.11,257,419
"Chicken drumstick, NS as to cooking method, skin eaten",206,25.65,0.12,0.12,0,11.46,2.855,4.75,1.523,149,17,0,0,22,1.02,279,392
"Chicken drumstick, NS as to cooking method, skin not eaten",172,27.71,0,0,0,6.76,1.573,2.827,1.029,155,10,0,0,20,1.05,291,403
"Chicken drumstick, baked, broiled, or roasted, skin eaten, from raw",190,23.21,0,0,0,10.09,2.724,4.13,2.071,129,12,0,0.1,11,1.1,246,353
"Chicken drumstick, baked, broiled, or roasted, skin not eaten, from raw",154,24.1,0,0,0,5.67,1.496,2.168,1.195,129,6,0,0,11,1.13,254,358
"Chicken drumstick, baked or broiled, skin eaten, from pre-cooked",206,25.65,0.12,0.12,0,11.46,2.855,4.75,1.523,149,17,0,0,22,1.02,279,392
"Chicken drumstick, baked or broiled, skin not eaten, from pre-cooked",172,27.71,0,0,0,6.76,1.573,2.827,1.029,155,10,0,0,20,1.05,291,403
"Chicken drumstick, baked or broiled, skin eaten, from fast food / restaurant",203,22.66,0,0,0,11.83,2.929,4.861,2.837,126,12,0,0.1,11,1.08,240,503
"Chicken drumstick, baked or broiled, skin not eaten, from fast food / restaurant",168,23.52,0,0,0,7.51,1.731,2.946,1.982,126,6,0,0,11,1.11,248,507
"Chicken drumstick, rotisserie, skin eaten",206,25.65,0.12,0.12,0,11.46,2.855,4.75,1.523,149,17,0,0,22,1.02,279,392
"Chicken drumstick, rotisserie, skin not eaten",172,27.71,0,0,0,6.76,1.573,2.827,1.029,155,10,0,0,20,1.05,291,403
"Chicken drumstick, grilled without sauce, skin eaten",203,22.7,0,0,0,11.85,2.935,4.871,2.842,126,12,0,0.1,11,1.08,240,427
"Chicken drumstick, grilled without sauce, skin not eaten",168,23.57,0,0,0,7.53,1.735,2.951,1.986,126,6,0,0,11,1.11,249,432
"Chicken drumstick, grilled with sauce, skin eaten",200,18.68,7.28,5.94,0.2,10.15,2.454,4.143,2.488,103,11,0.1,0.1,15,1,237,588
"Chicken drumstick, grilled with sauce, skin not eaten",171,19.39,7.28,5.94,0.2,6.62,1.474,2.577,1.789,103,7,0.1,0,15,1.02,245,592
"Chicken drumstick, stewed, skin eaten",186,22.54,0,0,0,10.64,2.916,4.457,2.214,131,12,0,0.1,12,0.93,227,417
"Chicken drumstick, stewed, skin not eaten",155,23.71,0,0,0,5.9,1.587,2.331,1.23,126,7,0,0.1,12,0.93,237,423
"Chicken drumstick, sauteed, skin eaten",203,22.7,0,0,0,11.85,2.935,4.871,2.842,126,12,0,0.1,11,1.08,240,427
"Chicken drumstick, sauteed, skin not eaten",168,23.57,0,0,0,7.53,1.735,2.951,1.986,126,6,0,0,11,1.11,249,432
"Chicken drumstick, fried, coated, skin / coating eaten, from raw",240,19.05,5.91,0.1,0.2,15.04,3.126,6.183,4.55,104,11,0,0.1,16,1.25,202,363
"Chicken drumstick, fried, coated, skin / coating not eaten, from raw",169,23.61,0,0,0,7.54,1.738,2.957,1.99,127,6,0,0,11,1.11,249,356
"Chicken drumstick, fried, coated, prepared skinless, coating eaten, from raw",211,19.7,5.9,0.1,0.2,11.56,2.164,4.643,3.859,103,6,0,0,16,1.28,209,443
"Chicken drumstick, fried, coated, skin / coating eaten, from pre-cooked",246,18.25,7.07,0.12,0.3,15.62,3.154,6.425,4.875,99,10,0,0.1,17,1.29,194,479
"Chicken drumstick, fried, coated, skin / coating not eaten, from pre-cooked",168,23.57,0,0,0,7.53,1.735,2.951,1.986,126,6,0,0,11,1.11,249,432
"Chicken drumstick, fried, coated, skin / coating eaten, from fast food / restaurant",288,17.73,12.07,0.1,0.6,18.72,4.284,7.294,5.663,91,19,0,0.1,26,1.19,212,625
"Chicken drumstick, fried, coated, skin / coating not eaten, from fast food / restaurant",212,21.78,6.05,0.1,0.2,11.18,2.337,4.506,3.494,109,10,0,0.1,20,1.22,242,546
"Chicken drumstick, baked, coated, skin / coating eaten",204,21.01,3.93,0.07,0.2,10.98,2.697,4.49,2.681,115,11,0,0.1,15,1.23,223,439
"Chicken drumstick, baked, coated, skin / coating not eaten",168,23.57,0,0,0,7.53,1.735,2.951,1.986,126,6,0,0,11,1.11,249,432
"Chicken thigh, NS as to cooking method, skin eaten",226,22.51,0.12,0.12,0,15.08,3.927,6.446,2.038,127,20,0,0,16,0.95,255,335
"Chicken thigh, NS as to cooking method, skin not eaten",193,24.09,0,0,0,10.74,2.777,4.727,1.621,128,13,0,0,13,0.97,262,335
"Chicken thigh, baked, broiled, or roasted, skin eaten, from raw",231,23.12,0,0,0,14.62,4.086,6.22,2.975,132,16,0,0.2,9,1.07,252,332
"Chicken thigh, baked, broiled, or roasted, skin not eaten, from raw",178,24.61,0,0,0,8.1,2.297,3.341,1.685,132,8,0,0.2,9,1.12,267,336
"Chicken thigh, baked or broiled, skin eaten, from pre-cooked",226,22.51,0.12,0.12,0,15.08,3.927,6.446,2.038,127,20,0,0,16,0.95,255,335
"Chicken thigh, baked or broiled, skin not eaten, from pre-cooked",193,24.09,0,0,0,10.74,2.777,4.727,1.621,128,13,0,0,13,0.97,262,335
"Chicken thigh, baked or broiled, skin eaten, from fast food / restaurant",243,22.57,0,0,0,16.25,4.26,6.9,3.72,129,16,0,0.2,9,1.05,246,482
"Chicken thigh, baked or broiled, skin not eaten, from fast food / restaurant",191,24.02,0,0,0,9.89,2.513,4.09,2.46,129,8,0,0.2,9,1.1,261,486
"Chicken thigh, rotisserie, skin eaten",226,22.51,0.12,0.12,0,15.08,3.927,6.446,2.038,127,20,0,0,16,0.95,255,335
"Chicken thigh, rotisserie, skin not eaten",193,24.09,0,0,0,10.74,2.777,4.727,1.621,128,13,0,0,13,0.97,262,335
"Chicken thigh, stewed, skin eaten",227,22.39,0,0,0,15.31,4.219,6.437,2.939,138,16,0,0.3,11,1.2,243,383
"Chicken thigh, stewed, skin not eaten",175,24.36,0,0,0,8.56,2.327,3.422,1.544,140,8,0,0.3,12,1.26,264,384
"Chicken thigh, grilled without sauce, skin eaten",243,22.61,0,0,0,16.29,4.268,6.914,3.727,129,16,0,0.2,9,1.05,246,406
"Chicken thigh, grilled without sauce, skin not eaten",192,24.07,0,0,0,9.91,2.518,4.099,2.465,129,8,0,0.2,9,1.1,262,410
"Chicken thigh, grilled with sauce, skin eaten",232,18.61,7.28,5.94,0.2,13.77,3.542,5.811,3.211,106,15,0.1,0.2,13,0.98,242,571
"Chicken thigh, grilled with sauce, skin not eaten",190,19.8,7.28,5.94,0.2,8.56,2.114,3.513,2.181,106,8,0.1,0.2,13,1.01,255,575
"Chicken thigh, sauteed, skin eaten",243,22.61,0,0,0,16.29,4.268,6.914,3.727,129,16,0,0.2,9,1.05,246,406
"Chicken thigh, sauteed, skin not eaten",192,24.07,0,0,0,9.91,2.518,4.099,2.465,129,8,0,0.2,9,1.1,262,410
"Chicken thigh, fried, coated, skin / coating eaten, from raw",271,18.98,5.91,0.1,0.2,18.57,4.189,7.813,5.255,106,14,0,0.2,14,1.23,207,347
"Chicken thigh, fried, coated, skin / coating not eaten, from raw",192,24.12,0,0,0,9.93,2.523,4.107,2.47,130,8,0,0.2,9,1.1,262,334
"Chicken thigh, fried, coated, prepared skinless, coating eaten, from raw",230,20.1,5.9,0.1,0.2,13.46,2.788,5.556,4.24,106,7,0,0.2,14,1.27,219,426
"Chicken thigh, fried, coated, skin / coating eaten, from pre-cooked",276,18.19,7.07,0.12,0.3,18.96,4.159,7.966,5.543,101,13,0,0.2,16,1.26,198,464
"Chicken thigh, fried, coated, skin / coating not eaten, from pre-cooked",192,24.07,0,0,0,9.91,2.518,4.099,2.465,129,8,0,0.2,9,1.1,262,410
"Chicken thigh, fried, coated, skin / coating eaten, from fast food",293,16.22,12.94,0.1,0.3,19.64,4.581,8.905,4.497,87,14,0,0.2,50,1.19,201,748
"Chicken thigh, fried, coated, skin / coating not eaten, from fast food",217,19.38,6.24,0.1,0.2,12.76,2.718,5.28,3.39,102,11,0,0.2,26,1.12,208,613
"Chicken thigh, fried, coated, skin / coating eaten, from restaurant",293,16.22,12.94,0.1,0.3,19.64,4.581,8.905,4.497,87,14,0,0.2,50,1.19,201,748
"Chicken thigh, fried, coated, skin / coating not eaten, from restaurant",217,19.38,6.24,0.1,0.2,12.76,2.718,5.28,3.39,102,11,0,0.2,26,1.12,208,613
"Chicken thigh, baked, coated, skin / coating eaten",240,20.93,3.93,0.07,0.2,14.96,3.894,6.325,3.476,118,15,0,0.2,13,1.2,228,421
"Chicken thigh, baked, coated, skin / coating not eaten",192,24.07,0,0,0,9.91,2.518,4.099,2.465,129,8,0,0.2,9,1.1,262,410
"Chicken wing, NS as to cooking method",257,23.42,0.6,0.6,0,18.04,4.627,7.332,2.177,129,26,0,0,33,0.93,285,579
"Chicken wing, baked, broiled, or roasted, from raw",252,23.6,0,0,0,16.74,4.937,7.645,3.562,140,12,0,0.2,18,0.83,210,404
"Chicken wing, baked or broiled, from pre-cooked",257,23.42,0.6,0.6,0,18.04,4.627,7.332,2.177,129,26,0,0,33,0.93,285,579
"Chicken wing, baked or broiled, from fast food / restaurant",264,23.08,0,0,0,18.35,5.099,8.306,4.299,137,12,0,0.2,18,0.82,206,478
"Chicken wing, rotisserie",257,23.42,0.6,0.6,0,18.04,4.627,7.332,2.177,129,26,0,0,33,0.93,285,579
"Chicken wing, stewed",247,22.6,0,0,0,16.69,4.673,6.548,3.552,69,40,0,0.1,12,1.12,138,374
"Chicken wing, grilled without sauce",265,23.13,0,0,0,18.39,5.109,8.323,4.308,137,12,0,0.2,18,0.82,206,402
"Chicken wing, grilled with sauce",250,19.03,7.28,5.94,0.2,15.49,4.229,6.961,3.685,112,11,0.1,0.2,21,0.78,210,568
"Chicken wing, sauteed",265,23.13,0,0,0,18.39,5.109,8.323,4.308,137,12,0,0.2,18,0.82,206,402
"Chicken wing, fried, coated, from raw",288,19.35,5.9,0.1,0.2,20.2,4.85,8.919,5.707,112,11,0,0.2,21,1.04,175,420
"Chicken wing, fried, coated, from pre-cooked",292,18.58,7.07,0.12,0.3,20.55,4.794,9.029,5.981,107,10,0,0.2,22,1.09,168,461
"Chicken wing, fried, coated, from fast food",322,17.74,14.93,0.1,0.3,21.24,4.998,9.918,4.827,93,14,0,0.1,61,1.23,219,844
"Chicken wing, fried, coated, from restaurant",322,17.74,14.93,0.1,0.3,21.24,4.998,9.918,4.827,93,14,0,0.1,61,1.23,219,844
"Chicken wing, baked, coated",259,21.4,3.93,0.07,0.2,16.85,4.649,7.59,3.997,125,11,0,0.2,21,0.99,192,417
"Chicken ""wings"" with hot sauce, from fast food / restaurant",271,16.78,6.18,2.23,0.1,20.14,6.569,8.085,3.023,101,79,0.2,0.2,39,0.79,213,847
"Chicken ""wings"" with other sauces or seasoning, from fast food / restaurant",276,16.95,13.13,7.55,0.2,17.39,4.146,7.621,3.303,92,18,0.1,0,44,0.88,257,761
"Chicken ""wings"", plain, from fast food / restaurant",322,17.74,14.93,0.1,0.3,21.24,4.998,9.918,4.827,93,14,0,0.1,61,1.23,219,844
"Chicken ""wings"" with hot sauce, from precooked",252,17.57,2.5,2.44,0,19.43,6.315,7.243,2.613,106,82,0.2,0.1,27,0.75,221,747
"Chicken ""wings"" with other sauces or seasoning, from precooked",257,17.74,9.42,7.76,0.2,16.67,3.89,6.773,2.891,97,22,0.1,0,32,0.84,265,660
"Chicken ""wings"", plain, from precooked",292,18.58,7.07,0.12,0.3,20.55,4.794,9.029,5.981,107,10,0,0.2,22,1.09,168,461
"Chicken ""wings"" with hot sauce, from other sources",265,17.02,5.08,2.3,0.1,19.93,6.493,7.832,2.9,103,80,0.2,0.1,36,0.78,215,817
"Chicken ""wings"" with other sauces or seasoning, from other sources",270,17.19,12.01,7.62,0.2,17.17,4.069,7.367,3.179,93,19,0.1,0,40,0.87,259,731
"Chicken ""wings"", plain, from other sources",313,17.99,12.57,0.11,0.3,21.03,4.937,9.651,5.173,97,13,0,0.1,49,1.18,204,729
"Chicken ""wings"", boneless, with hot sauce, from fast food / restaurant",281,12.35,20.01,5.71,0.9,16.85,3.399,6.24,5.141,45,21,0.6,0.2,17,0.87,232,879
"Chicken ""wings"", boneless, with hot sauce, from other sources",231,11.38,19.95,6.08,1.5,11.79,2.557,3.516,4.935,30,23,0.5,0.1,38,0.87,254,829
"Chicken, back",298,25.73,0,0,0,20.8,5.772,8.221,4.582,87,104,0,0.1,21,1.41,208,409
"Chicken, neck or ribs",245,19.45,0,0,0,17.95,4.958,7.16,3.907,69,48,0,0.1,27,2.28,107,374
"Chicken, tail",454,20.36,0,0,0,40.68,11.42,17.03,8.57,83,78,0,0.2,14,1.51,136,65
Chicken skin,450,20.19,0,0,0,40.34,11.325,16.888,8.499,82,77,0,0.2,14,1.5,135,387
Chicken feet,215,19.4,0.2,0,0,14.6,3.92,5.5,2.98,84,30,0,0.2,88,0.91,31,67
"Chicken, canned, meat only",185,25.3,0.9,0,0,8.1,2.25,3.279,1.978,50,53,0,0.1,14,1.3,153,482
"Chicken, chicken roll, roasted",164,26.68,0,0,0,6.33,1.573,2.695,0.933,112,8,0,0,15,0.73,278,499
"Chicken patty, breaded",287,14.85,12.84,0,0.3,19.58,3.662,8.337,4.805,43,0,0,0.3,19,0.95,261,532
"Chicken fillet, breaded",240,14.62,14.86,0.57,1.7,13.58,2.437,4.081,6.235,36,7,0.5,0.1,39,0.84,281,527
"Chicken fillet, grilled",150,22.28,2.37,0,0.1,5.81,0.909,3.021,1.229,68,4,0,0,11,0.37,226,450
"Chicken, ground",201,27.14,0,0,0,10.31,2.647,3.429,2.893,92,24,0,0.2,28,1.51,292,400
"Chicken nuggets, NFS",307,15.92,14.93,0.08,0.9,20.36,3.566,7.735,6.511,55,5,0.6,0.2,11,0.83,251,594
"Chicken nuggets, from fast food",307,15.92,14.93,0.08,0.9,20.36,3.566,7.735,6.511,55,5,0.6,0.2,11,0.83,251,594
"Chicken nuggets, from restaurant",307,15.92,14.93,0.08,0.9,20.36,3.566,7.735,6.511,55,5,0.6,0.2,11,0.83,251,594
"Chicken nuggets, from school lunch",270,15.67,22.86,0.49,2.2,12.9,2.83,3.593,4.189,50,16,0.6,0.3,32,1.99,231,511
"Chicken nuggets, from frozen",298,13.36,17.88,0.8,1.8,19.23,3.998,6.138,7.567,36,18,0.4,0.3,52,1.06,229,600
"Chicken nuggets, from other sources",304,15.15,15.81,0.3,1.2,20.02,3.696,7.256,6.828,49,9,0.5,0.2,23,0.9,244,596
"Chicken tenders or strips, NFS",271,19.22,17.25,0.4,1.2,13.95,2.493,4.83,5.783,48,3,1.1,0.2,17,0.73,373,769
"Chicken tenders or strips, breaded, from fast food",271,19.22,17.25,0.4,1.2,13.95,2.493,4.83,5.783,48,3,1.1,0.2,17,0.73,373,769
"Chicken tenders or strips, breaded, from restaurant",283,18.82,16.9,0.39,1.2,15.62,3.025,5.606,6.073,49,3,1.1,0.3,17,0.72,365,791
"Chicken tenders or strips, breaded, from school lunch",270,15.67,22.86,0.49,2.2,12.9,2.83,3.593,4.189,50,16,0.6,0.3,32,1.99,231,511
"Chicken tenders or strips, breaded, from frozen",240,14.62,14.86,0.57,1.7,13.58,2.437,4.081,6.235,36,7,0.5,0.1,39,0.84,281,527
"Chicken tenders or strips, breaded, from other sources",262,17.84,16.53,0.45,1.4,13.84,2.476,4.605,5.919,44,4,0.9,0.2,24,0.76,345,696
"Fried chicken chunks, Puerto Rican style",349,20.98,20.6,0.41,0.9,19.78,5.197,8.162,4.427,108,24,4.8,0.1,15,1.94,234,594
"Turkey, NFS",139,28.81,0,0,0,2.06,0.588,0.621,0.524,76,3,0,0.3,11,0.65,247,467
"Turkey, light meat, skin not eaten",139,28.81,0,0,0,2.06,0.588,0.621,0.524,76,3,0,0.3,11,0.65,247,467
"Turkey, light meat, skin eaten",169,28.28,0.03,0,0,5.55,1.586,1.963,1.579,84,10,0,0.4,12,0.73,247,468
"Turkey, light meat, breaded, baked or fried, skin not eaten",173,27.26,6.46,0.56,0.4,3.69,0.976,1.207,1.036,68,3,0,0.3,26,1.02,241,197
"Turkey, light meat, breaded, baked or fried, skin eaten",200,26.78,6.48,0.56,0.4,6.84,1.879,2.421,1.991,76,9,0,0.4,27,1.09,241,198
"Turkey, light meat, roasted, skin not eaten",139,28.81,0,0,0,2.06,0.588,0.621,0.524,76,3,0,0.3,11,0.65,247,467
"Turkey, light meat, roasted, skin eaten",169,28.28,0.03,0,0,5.55,1.586,1.963,1.579,84,10,0,0.4,12,0.73,247,468
"Turkey, dark meat, roasted, skin not eaten",167,26.94,0,0,0,5.98,1.792,2.044,1.648,119,5,0,0.3,17,1.3,225,458
"Turkey, dark meat, roasted, skin eaten",202,26.46,0.05,0,0,10.16,2.978,3.663,2.921,125,15,0,0.4,17,1.31,227,461
"Turkey, light and dark meat, roasted, skin not eaten",151,27.99,0,0,0,3.76,1.109,1.238,1.011,94,4,0,0.3,14,0.93,237,464
"Turkey, light and dark meat, roasted, skin eaten",183,27.48,0.04,0,0,7.54,2.186,2.694,2.156,102,12,0,0.4,15,0.99,238,465
"Turkey, light or dark meat, fried, coated, skin not eaten",165,27.22,1.4,0.11,0,5.05,1.431,1.774,1.37,94,5,0,0.3,16,0.99,234,274
"Turkey, light or dark meat, fried, coated, skin eaten",192,26.19,1.4,0.11,0,8.5,2.415,3.107,2.418,100,13,0,0.4,17,1.02,230,270
"Turkey, light or dark meat, stewed, skin not eaten",158,31.18,0.19,0.1,0,2.66,0.632,0.657,0.566,92,12,0,0.3,16,1.18,324,610
"Turkey light or dark meat, stewed, skin eaten",204,30.25,0.14,0.07,0,8.52,1.963,3.172,2.56,98,17,0,0.4,13,0.96,174,576
"Turkey, light or dark meat, smoked, skin eaten",208,28.1,0,0,0,9.7,2.831,3.18,2.473,82,0,0,0,26,1.79,280,996
"Turkey, light or dark meat, smoked, skin not eaten",162,29.3,0,0,0,5,1.368,1.046,1.408,76,0,0,0.1,25,1.78,298,996
"Turkey, drumstick, cooked, skin not eaten",144,28.52,0,0,0,3.38,0.997,1.105,0.906,88,4,0,0.3,12,0.82,240,455
"Turkey, drumstick, cooked, skin eaten",206,27.64,0,0,0,9.74,3.035,2.846,2.697,84,0,0,0.1,32,2.28,278,399
"Turkey, drumstick, roasted, skin not eaten",144,28.52,0,0,0,3.38,0.997,1.105,0.906,88,4,0,0.3,12,0.82,240,455
"Turkey, drumstick, roasted, skin eaten",203,26.86,0,0,0,10.07,3.063,3.189,2.824,93,5,0,0.2,27,1.87,262,442
"Turkey, drumstick, smoked, skin eaten",200,27.9,0,0,0,9.8,3.054,2.864,2.715,85,0,0,0.1,32,2.3,280,996
"Turkey, thigh, cooked, skin eaten",182,24.36,0.27,0,0,9.26,2.831,3.434,2.795,112,13,0,0.3,9,1.34,256,457
"Turkey, thigh, cooked, skin not eaten",161,26.94,0,0,0,5.98,1.792,2.044,1.648,119,5,0,0.3,17,1.3,225,458
"Turkey, neck",161,22.29,0,0,0,7.3,2.198,2.506,2.021,127,0,0,0.3,58,1.17,113,566
